Item # ,Product Image ,Item Lookup Code,BRAND1,Description,Ingredents ,Supplier Name,Bin Location,Wholesale Pricing ,Price,Reorder Number,Restock Level,New Order,Qty On Hand,Reorder Point,Cost,Departments,Categories,Product Title -                                                    Extended Description (ED),BRAND2,Date Created,Last Sold,Available Quantity,Quantity Committed,Last Cost
,,810078424284,RHL 1,YLANG YLANG (EO) 1 OZ,,RAY'S HEALTHY LIVING -,15/2 >*,,24.99,4018421,0,,3,0,14,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Ylang Ylang, 100% Pure essential Oil, Net Wt. 1 fl oz (30ml)",,9/14/2022 16:00,10/22/2025 18:56,3,0,0
,,810078424352,RHL 1,TEA TREE ORG (EO) 1 OZ,,RAY'S HEALTHY LIVING -,15/2 >*,,14.99,4022281,0,,2,0,9,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Organic Tea Tree (Melaleuca alternifolia), 100% Pure Essential Oil, Net Wt. 1 fl oz (30ml)",,9/2/2019 1:26,5/26/2026 15:37,2,0,8
,,810078424048,RHL 1,JASMINE ABSOLUTE (EO) 1 OZ,,RAY'S HEALTHY LIVING -,15/2<>*,,29.99,4021131,0,,3,0,20,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Jasmine Absolute, 7.5% in Jojoba Oil, Jasminum grandiflorum, Pure Essential Oil, Net Wt. 1 fl oz (30ml)",,9/2/2019 1:06,4/13/2024 12:41,3,0,25
,,810078424123,RHL 1,NEROLI (EO) 7.5% 1 OZ,,RAY'S HEALTHY LIVING -,15/2<>*,,29.99,4022521,0,,1,0,20,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Neroli 7.5% in Jojoba Oil, Citrus aurantium, Pure Essential Oil, Net Wt. 1 fl oz (30ml)",,9/3/2019 12:26,,1,0,0
,,810078424222,RHL 1,SANDALWOOD (EO) 1 OZ,,RAY'S HEALTHY LIVING -,15/2<>*,,39.99,4021111,0,,0,0,20.48,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Sandalwood, 16% in Jojoba Oil, Santalum Spicatum, Pure Essential Oil, Net Wt. 1 fl oz (30ml)",,9/2/2019 1:22,11/26/2025 16:25,0,0,26
,,810078424406,RHL 1,GRAPESEED OIL 4 OZ,,RAY'S HEALTHY LIVING -,15/3 > *,,9.89,4022334,0,,2,0,5.5,BODY OIL,CARRIER OIL,"Ray's Healthy Living, Grapeseed (Vitis vinifera), 100% Pure Moisturizing Oil, Net Wt. 4 fl oz (118ml)",,9/7/2019 23:04,5/25/2026 15:52,2,0,3.9
,,810078424079,RHL 1,LAV [EO] 4 OZ,,RAY'S HEALTHY LIVING -,15/3 >*,,29.99,4018334,0,,8,0,17.2,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Lavender, French, Lavendula angustifolia, 100% Pure essential Oil, Net Wt. 4 fl oz (30ml)",,11/7/2022 11:54,8/24/2024 16:54,8,0,0
,,810078424369,RHL 1,SWEET ALMOND OIL 4 OZ,,RAY'S HEALTHY LIVING -,15/3 >*,,9.89,4022294,0,,2,0,6,AROMA THERAPY,CARRIER OIL,"Ray's Healthy Living, Sweet Almond (Prunis dulcis), 100% Pure Moisturizing Oil, Net Wt. 4 fl oz (118ml)",,9/7/2019 22:53,5/8/2026 13:46,2,0,3.9
,,810078424376,RHL 1,ARGAN OIL 2 OZ,,RAY'S HEALTHY LIVING -,15/3 >*,,19.99,4022302,0,,2,0,8.63,BODY OIL,CARRIER OIL,"Ray's Healthy Living, Organic Argan [Argania Spinosa], 100% Pure Moisturizing Oil, 2 fl oz (59 ml)",,9/7/2019 22:59,3/5/2026 12:53,2,0,8
,,810078424390,RHL 1,CASTOR SEED OIL 4 OZ,,RAY'S HEALTHY LIVING -,15/3 >*,,9.99,4022324,0,,4,0,4.88,BODY OIL,CARRIER OIL,"Ray's Healthy Living, Castor Seed (Ricinus communis), 100% Pure Moisturizing Oil, Net Wt. 4 fl oz (118ml)",,9/7/2019 23:03,4/9/2026 16:13,4,0,3.9
,,810078424413,RHL 1,JOJOBA SEED OIL 4 OZ,,RAY'S HEALTHY LIVING -,15/3 >*,,14.69,4022344,0,,3,0,8.75,BODY OIL,CARRIER OIL,"Ray's Healthy Living, Jojoba Seed (Simmondsia chinesis), 100% Pure Moisturizing Oil, Net Wt. 4 fl oz (118ml)",,9/7/2019 23:06,1/3/2026 12:54,3,0,8
,,810078424185,RHL 1,ROSE ABSOLUTE (EO) 1 OZ,,RAY'S HEALTHY LIVING -,15/3<>*,,29.99,4021181,0,,0,0,15.5,AROMA THERAPY,ESSENTIAL OILS,"Ray's Healthy Living, Rose Absolute Oil, 5% in Jojoba Oil, Rosa centifolia, Pure Essential Oil, Net Wt. 1 fl oz (30ml)",,9/2/2019 1:17,3/24/2023 15:33,0,0,15
,,810078424383,RHL 1,AVOCADO OIL 4 OZ,,RAY'S HEALTHY LIVING -,15/4 >*,,9.99,4022314,0,,3,0,5.25,BODY OIL,CARRIER OIL,"Ray's Healthy Living, Avocado (Persea Gratissima, 100% Pure Moisturizing Oil, 4 fl oz (118ml)",,9/7/2019 23:00,11/7/2022 11:57,6,-3,4.5
,,810078423454,RHL 1,STEVIA ORGANIC 1 OZ,,RAY'S HEALTHY LIVING -,16/4 >*,,9.99,4021631,0,,1,0,5.6,PANTRY,SWEETENER,"Ray's Healthy Living, Organic Stevia, 100% Gluten Free, Herbal Supplement, Net Wt. 1 fl oz (30ml), USDA Organic",,9/1/2019 21:58,6/9/2026 18:00,1,0,5.4
,,810078423485,RHL 1,STEVIA PEP MINT  4 OZ,,RAY'S HEALTHY LIVING -,16/4 >*,,13.99,4017582,0,,2,0,7.7,PANTRY,SWEETENER,"Ray's Healthy Living, Peppermint Stevia, 100% Gluten Free, Herbal Supplement, Net Wt. 4 fl oz (59 ml)",,9/1/2019 21:50,4/2/2025 11:47,2,0,7.4
,,810078424574,RHL 1,IRSH MOSS PWD 4 OZ,,RAY'S HEALTHY LIVING -,16/5 >*,,19.99,4022834,0,,2,0,10,PANTRY,IRISH SEA MOSS,"Ray's Healthy Living,  Irsh Moss Powder, 100% Vegetarian, Herbal Supplement, Net Wt. 4 oz (114g)",,4/11/2022 14:57,12/27/2025 13:24,2,0,0
,,810078424581,RHL 1,MACA PWD 4 OZ,,RAY'S HEALTHY LIVING -,16/5 >*,,17.99,4020774,0,,6,0,8.25,SUPERFOOD,LOOSE HERBS,"Ray's Healthy Living, Maca Powder, 100% Vegetarian, Herbal Supplement, Net Wt. 4 oz (114grams)",,9/3/2019 12:51,3/6/2026 12:28,6,0,0
,,810078424598,RHL 1,TURMERIC PWD 4 OZ,,RAY'S HEALTHY LIVING -,16/5 >*,,13.99,4020994,0,,3,0,5.75,SUPERFOOD,LOOSE HERBS,"Ray's Healthy Living, Turmeric Powder, 100% Vegetarian, Organic Herbal Supplement, Net Wt. 4 oz (114g)",,9/3/2019 12:59,5/23/2026 17:13,3,0,0
,,810078420347,RHL 1,CHLORELLA 90 VCAP,,RAY'S HEALTHY LIVING -,16/6 >*,,19.99,4019760,0,,2,0,6.94,SUPERFOOD,CAPSULES,"Ray's Healthy Living,  Chlorella Broken Cell, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 3:15,6/10/2026 12:07,2,0,8.8
,,810078420644,RHL 1,IRSH MOSS 90 VCAPS,,RAY'S HEALTHY LIVING -,16/6 >*,,19.99,4022840,0,,1,0,7.5,PANTRY,IRISH SEA MOSS,"Ray's Healthy Living, Irsh Moss, 100%vegetarian, Herbal Supplement, 90 Veggie Caps",,7/31/2020 11:54,7/20/2026 11:47,1,0,7.5
,,810078420736,RHL 1,MORINGA 90 VCAP,,RAY'S HEALTHY LIVING -,16/6 >*,,13.99,4022430,0,,0,0,7.1,SUPERFOOD,CAPSULES,"Ray's Healthy Living, Moringa, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 20:58,6/9/2026 14:45,0,0,6.8
,,810078420866,RHL 1,SPIRULINA 90 VCAP,,RAY'S HEALTHY LIVING -,16/6 >*,,19.99,4019860,0,,2,0,7.8,SUPERFOOD,CAPSULES,"Ray's Healthy Living, Spirulina, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 21:16,7/18/2026 11:47,2,0,5.2557
,,810078421771,RHL 1,MORINGA 1 OZ,,RAY'S HEALTHY LIVING -,16/6 >*,,13.99,4020951,0,,5,0,7,SUPERFOOD,JUICE,"Ray's Healthy Living, Moringa, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/23/2019 13:19,7/25/2025 14:19,5,0,0
,,810078422037,RHL 1,SCHISANDRA 1 OZ,,RAY'S HEALTHY LIVING -,16/6 >*,,13.99,4006461,0,,4,0,7.1,SUPERFOOD,JUICE,"Ray's Healthy Living, Schisandra Berries, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/23/2019 13:28,11/21/2025 14:16,4,0,0
,,40040050,RHL 1,ROSE CREAM SAMPLE,,NATURAL HEALTH CENTER ,18/2 >*,,10,0050,0,,1,0,5.1,PERSONAL SUPPORT,SKIN,"Rose Beautifying Cream, Age Renewing Moisturizing Cream, (Sample)",,8/17/2023 16:30,5/1/2024 16:45,1,0,0
,,40040047,RHL 1,ROSE CRM AGE RENEW 2 OZ,,NATURAL HEALTH CENTER ,18/3 >*,,59.99,0047,0,,2,0,22,PERSONAL SUPPORT,SKIN,"Rose Beautifying Cream, Age Renewing Moisturizing Cream Net. Wt. 2 oz.",,8/14/2023 11:19,1/5/2026 12:06,2,0,0
,,810078420019,RHL 1,ASHWAGANDHA 60 L-VCAP,,RAY'S HEALTHY LIVING -,2/1 >*,,24.99,4022710,0,,2,0,11.59,HERBAL SUPPLEMENTS A - Z,BRAIN AND NERVE SUPPORT,"Ray's Healthy Living, Ashwagandha, 100% Vegetarian, Herbal Supplement, 60 Liquid Veggie Caps",,9/15/2020 22:03,5/7/2026 14:28,2,0,0
,,810078420217,RHL 1,ASHWAGANDHA 90 VCAP,,RAY'S HEALTHY LIVING -,2/1 >*,,23.99,4019710,0,,0,0,8.25,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Ashwagandha, 100% Vegetarian,  Standardized & Full Spectrum, Herbal Supplement, 90 Veggie Capsules",,7/31/2020 15:52,7/11/2026 13:23,0,0,0
,,810078420224,RHL 1,ASTRAGALUS 90 VCAP,,RAY'S HEALTHY LIVING -,2/1 >*,,13.99,4015390,0,,3,0,5.48,HERBAL SUPPLEMENTS A - Z,HERBAL SUPPLEMENT,"Ray's Healthy Living, Astragalus, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 21:24,6/4/2026 18:02,3,0,6.3
,,810078421030,RHL 1,ASHWAGANDHA 1 OZ,,RAY'S HEALTHY LIVING -,2/1 >*,,14.99,4003731,0,,3,0,5.51,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Ashwagandha, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/1/2019 23:47,3/6/2026 11:55,3,0,6.6
,,810078421047,RHL 1,ASHWAGANDHA 2 OZ,,RAY'S HEALTHY LIVING -,2/1 >*,,23.99,4003732,0,,1,0,10.16,HERBAL SUPPLEMENTS A - Z,LIQUID HERBS,"Ray's Healthy Living, Ashwagandha, Herbal Supplement, Net Wt. 2 fl oz (59ml)",,9/1/2019 23:46,4/30/2026 18:52,1,0,12.3
,,810078421054,RHL 1,ASTRAGALUS 1 OZ,,RAY'S HEALTHY LIVING -,2/1 >*,,12.99,4003741,0,,3,0,5.51,HERBAL SUPPLEMENTS A - Z,LIQUID HERBS,"Ray's Healthy Living, Astragalus, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,4/7/2021 13:33,3/15/2025 12:00,3,0,0
,,810078421177,RHL 1,CHAMOMILE 1 OZ,,RAY'S HEALTHY LIVING -,2/1 >*,,13.99,4003911,0,,4,0,5.51,LIQUID HERBS A - Z,LIQUID SUPPLEMENT,"Ray's Healthy Living, Chamomile, Herbal Supplement, 1 fl oz (30ml)",,9/2/2019 0:10,6/27/2025 14:55,4,0,6.6
,,810078421061,RHL 1,ASTRAGALUS 2  OZ,,RAY'S HEALTHY LIVING -,2/1<,,23.79,4003742,0,,0,0,12.9,LIQUID HERBS A - Z,LIQUID SUPPLEMENT,"Ray's Healthy Living, Astragalus, Herbal Supplement, Net Wt. 2 fl oz (59ml)",,4/1/2021 15:55,7/1/2025 15:28,0,0,0
,,810078420491,RHL 1,GINGER 90 VCAP,,RAY'S HEALTHY LIVING -,2/2 >*,,13.99,4015490,0,,2,0,7,HERBAL SUPPLEMENTS A - Z,HERBAL SUPPLEMENT,"Ray's Healthy Living, Ginger, Herbal Supplement, 90 Veggie Caps",,9/1/2019 20:40,4/23/2026 10:12,2,0,4.8557
,,810078420606,RHL 1,HOLY BASIL 60 VCAP,,RAY'S HEALTHY LIVING -,2/2 >*,,21.99,4019800,0,,8,0,8.8,HERBAL SUPPLEMENTS A - Z,HERBAL SUPPLEMENT,"Ray's Healthy Living, Holy Basil, Organic, Standardized & Full Spectrum, Herbal Supplement, 60 Veggie Caps",,9/1/2019 20:48,11/13/2025 16:46,8,0,0
,,810078421443,RHL 1,GINGER 1 OZ,,RAY'S HEALTHY LIVING -,2/2 >*,,13.99,4004101,0,,1,0,7,HERBAL SUPPLEMENTS A - Z,LIQUID HERBS,"Ray's Healthy Living, Ginger, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:39,6/26/2026 16:00,1,0,4.4557
,,810078421559,RHL 1,HOLY BASIL 1 OZ,,RAY'S HEALTHY LIVING -,2/2 >*,,13.99,4015781,0,,5,0,7,,,"Ray's Healthy Living, Holy Basil, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/1/2019 23:59,3/21/2026 16:13,5,0,6.6
,,810078421580,RHL 1,HORSE CHESTNUT 1 OZ,,RAY'S HEALTHY LIVING -,2/2 >*,,13.99,4006651,0,,4,0,7,CARDIOVASCULAR SUPPORT,CIRCULARTORY SUPPORT,"Ray's Healthy Living, Horse Chestnut, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,2/26/2020 17:11,11/26/2025 16:10,4,0,0
,,810078421900,RHL 1,PASSION FLOWER 1 OZ,,RAY'S HEALTHY LIVING -,2/2 >*,,13.99,4004371,0,,2,0,7,HERBAL SUPPLEMENTS A - Z,LIQUID HERBS,"Ray's Healthy Living, Passion Flower, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:29,6/19/2026 15:36,2,0,6.6
,,810078422013,RHL 1,SARSAPARILLA 1 OZ,,RAY'S HEALTHY LIVING -,2/2 >*,,13.99,4004471,0,,2,0,7,HERBAL SUPPLEMENTS A - Z,LIQUID HERBS,"Ray's Healthy Living, Sarsaparilla, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/1/2019 22:33,5/5/2025 13:01,2,0,6.3
,,810078420231,RHL 1,BACOPA 90 VCAP,,RAY'S HEALTHY LIVING -,2/3 >*,,19.99,4019720,0,,2,0,7.28,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Bacopa Herbs, Herbal Supplement, 90 Veggie Caps Organic",,9/21/2019 19:00,5/23/2026 17:36,2,0,0
,,810078420514,RHL 1,GINKGO 90 VCAP,,RAY'S HEALTHY LIVING -,2/3 >*,,15.99,4015500,0,,4,0,8.5,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Ginkgo, Standardized & Full Spectrum, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 20:41,3/28/2026 18:00,4,0,8.1
,,810078420552,RHL 1,GOTU KOLA 90 VCAP,,RAY'S HEALTHY LIVING -,2/3 >*,,19.99,4019780,0,,2,0,7.6,MEN -  WOMAN HEALTH,ADRENAL SUPPORT,"Ray's Healthy Living, Gotu Kola, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 20:46,4/8/2024 17:01,2,0,7.2
,,810078421450,RHL 1,GINKGO 1 OZ,,RAY'S HEALTHY LIVING -,2/3 >*,,13.99,4004111,0,,5,0,7,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Ginkgo, Herbal Supplement, Net Wt.  1 fl oz (30ml)",,9/1/2019 23:58,5/9/2026 14:04,5,0,6.6
,,810078421467,RHL 1,GINKGO AF 1 OZ,,RAY'S HEALTHY LIVING -,2/3 >*,,15.99,4004921,0,,4,0,7.4,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Ginkgo, Alcohol Free, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,3/31/2023 18:14,6/12/2026 13:15,4,0,0
,,810078421641,RHL 1,KUDZU 1 OZ,,RAY'S HEALTHY LIVING -,2/3 >*,,19.99,4004221,0,,3,0,5.51,NERVOUS SYSTEM,ALCOHOLISM,"Ray's Healthy Living, Kudzu, Herbal Supplement, Net Wt. 1 fl oz(30ml)",,11/16/2020 11:41,11/27/2023 16:53,3,0,0
,,810078422228,RHL 1,OATS SEED 1 OZ,,RAY'S HEALTHY LIVING -,2/3 >*,,14.89,4004611,0,,3,0,7,MEN -  WOMAN HEALTH,MEN & WOMEN hEALTH,"Ray's Healthy Living, Fresh Organic Milky Oats Seed (Avena Satvia) , Herbal Supplement, Net Wt. 1 fl oz (30ml)",,12/9/2022 17:52,7/17/2026 12:16,3,0,0
,,810078420835,RHL 1,RHODIOLA 60 VCAP,,RAY'S HEALTHY LIVING -,2/4 >*,,23.99,4022670,0,,4,0,14.4,NERVOUS SYSTEM,STRESS ANXIETY SUPPORT,"Ray's Healthy Living, Rhodiola, Standardized, 100% Vegetarian, Herbal Supplement, 60 Veggie Caps",,9/15/2020 22:45,1/5/2026 11:47,4,0,0
,,810078420873,RHL 1,ST JOHNS WORT 90 VCAP,,RAY'S HEALTHY LIVING -,2/4 >*,,13.99,4015600,0,,4,0,7.4,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, St. John's Wort, 0.3% Hypericin, Full Spectrum, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 21:17,2/5/2026 12:56,4,0,6.1
,,810078421351,RHL 1,ELEUTHERO 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,14.99,4004141,0,,4,0,7,NERVOUS SYSTEM,STRESS ANXIETY SUPPORT,"Ray's Healthy Living, Eleuthero, Herbal Supplement, 1 fl oz (30ml)",,9/23/2019 12:39,5/22/2026 10:23,4,0,0
,,810078421573,RHL 1,HOPS 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,15.99,4004181,0,,3,0,7,NERVOUS SYSTEM,STRESS ANXIETY SUPPORT,"Ray's Healthy Living, Hops, Herbal Supplement, Organic, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:00,8/24/2023 11:49,3,0,6.6
,,810078421658,RHL 1,LAVENDER 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,13.99,4007521,0,,3,0,7,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Lavender, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:12,3/14/2025 16:58,3,0,6.6
,,810078421672,RHL 1,LICORICE 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,14.99,4004231,0,,6,0,7,NERVOUS SYSTEM,STRESS ANXIETY SUPPORT,"Ray's Healthy Living, Licorice, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:09,6/16/2025 13:45,6,0,6.6
,,810078422006,RHL 1,RHODIOLA 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,15.99,4009341,0,,2,0,9,NERVOUS SYSTEM,STRESS ANXIETY SUPPORT,"Ray's Healthy Living, Rhodiola, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:36,3/20/2026 12:42,2,0,6.9
,,810078422044,RHL 1,SKULLCAP 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,13.99,4004491,0,,1,0,7,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Skullcap, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/1/2019 21:32,10/23/2025 12:50,1,0,6.6
,,810078422068,RHL 1,ST JOHNS WORT 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,13.99,4004521,0,,2,0,7,NERVOUS SYSTEM,STRESS ANXIETY SUPPORT,"Ray's Healthy Living, St. John's Wort, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/23/2019 13:33,5/29/2026 11:35,2,0,4.4557
,,810078422082,RHL 1,ST JOHNS AF WORT 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,15.99,4004951,0,,3,0,7.4,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, St. John's Wort, Alcohol Free, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/1/2019 22:17,6/27/2025 14:55,3,0,7
,,810078422402,RHL 1,ANXIET-EASE 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,14.99,4005451,0,,2,0,5.85,NERVOUS SYSTEM,ANXIETY SUPPORT,"Ray's Healthy Living, Anxiet-Ease, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/23/2019 14:12,2/11/2026 10:20,2,0,0
,,810078423089,RHL 1,MENTAL MASTER 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,15.99,4006721,0,,3,0,7.2,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Mental Master, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/23/2019 20:17,6/14/2025 15:53,3,0,0
,,810078423096,RHL 1,MENTAL MASTER 2 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,23.99,4006722,0,,0,0,13.3,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Mental Master, Herbal Supplement, 2 fl oz (59ml)",,2/14/2020 12:05,8/9/2024 17:13,0,0,4.6557
,,810078423195,RHL 1,RELAX 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,13.99,4004861,0,,5,0,7.2,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Relax, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,8/8/2023 16:20,10/3/2025 13:37,5,0,0
,,810078423218,RHL 1,RELAX AF 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,13.99,4006291,0,,4,0,7.2,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Relax, Alcohol Free, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/25/2019 20:00,2/25/2026 13:10,4,0,0
,,810078423324,RHL 1,ST JOHNS TONIC AF 1 OZ,,RAY'S HEALTHY LIVING -,2/4 >*,,15.69,4006251,0,,0,0,7.6,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, St. John's Tonic, Alcohol Free, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/27/2019 19:28,4/9/2026 15:50,0,0,0
,,810078420095,RHL 1,KAVA 60 LVCAP,,RAY'S HEALTHY LIVING -,2/5 >*,,33.99,4013030,0,,3,0,16.8,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Kava, 100% Vegetarian, Promotes Deep Relaxation, Reduces Everyday Stress, Herbal Supplement, 60 Liquid Veggie Caps",,9/1/2019 3:00,3/13/2026 14:19,3,0,13.6
,,810078420156,RHL 1,STRESS EASE 60 LVCAP,,RAY'S HEALTHY LIVING -,2/5 >*,,31.79,4021580,0,,2,0,15.75,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Stress-Ease, 100% Vegetarian, Herbal Supplement, 60 Liquid Veggie Capsules",,2/26/2020 17:39,1/20/2024 11:36,2,0,0
,,810078420248,RHL 1,BILBERRY 60 VCAP,,RAY'S HEALTHY LIVING -,2/5 >*,,19.99,4015400,0,,3,0,8.66,NERVOUS SYSTEM,EYE CARE,"Ray's Healthy Living, Bilberry, 25% Anthocyanidins & Full Spectrum, Herbal Supplement, 60 Veggie Caps",,9/1/2019 3:08,4/4/2026 13:14,3,0,10.3
,,810078420651,RHL 1,KAVA 90 VCAP,,RAY'S HEALTHY LIVING -,2/5 >*,,23.99,4015560,0,,2,0,11.6,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Kava, 100% Vegetarian, Supports Deep Relaxation, Herbal Supplement, 90 Veggie Caps",,9/1/2019 20:49,4/18/2025 15:14,2,0,11.1
,,810078420668,RHL 1,KAVA GOLD 90 VCAP,,RAY'S HEALTHY LIVING -,2/5 >*,,24.79,4017400,0,,3,0,13,NERVOUS SYSTEM,STRESS SUPPORT,"Ray's Healthy Living, Kava Gold with Albizia, 100% Vegetarian, Herbal Supplement, 90 Veggie Caps",,9/1/2019 20:50,7/26/2025 16:21,3,0,0
,,810078421078,RHL 1,BILBERRY 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,13.99,4008571,0,,5,0,5.51,NERVOUS SYSTEM,EYE CARE,"Ray's Healthy Living, Bilberry, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/1/2019 23:54,3/29/2025 9:49,5,0,6.6
,,810078421368,RHL 1,EYEBRIGHT 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,13.99,4004051,0,,4,0,7,NERVOUS SYSTEM,EYE CARE,"Ray's Healthy Living, Eyebright, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:24,8/24/2024 16:02,4,0,6.6
,,810078421399,RHL 1,FEVERFEW 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,14.99,4005201,0,,3,0,7,NERVOUS SYSTEM,HEAD - AID,"Ray's Healthy Living, Feverfew, Herbal Supplement, 1 fl oz (30ml)",,9/23/2019 12:53,6/2/2020 10:54,3,0,0
,,810078421603,RHL 1,KAVA 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,17.99,4004211,0,,4,0,8.5,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Kava, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/23/2019 13:07,3/6/2026 11:55,4,0,0
,,810078421665,RHL 1,LEMON BALM 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,13.99,4006661,0,,2,0,7,LIQUID HERBS A - Z,LIQUID SUPPLEMENT,"Ray's Healthy Living, Lemon Balm, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:12,7/29/2025 17:22,2,0,6.6
,,810078421689,RHL 1,LOBELIA 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,15.79,4004241,0,,0,0,7.2,NERVOUS SYSTEM,BRAIN -  NERVE SUPPORT -  MENT,"Ray's Healthy Living, Lobelia, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,9/2/2019 0:02,3/28/2025 13:57,0,0,6.9
,,810078422891,RHL 1,HEAD AID 1 OZ,,RAY'S HEALTHY LIVING -,2/5 >*,,13.99,4005271,0,,1,0,7.15,NERVOUS SYSTEM,HEAD - AID,"Ray's Healthy Living, Head-Aid, Herbal Supplement, Net Wt. 1 fl oz (30ml)",,8/11/2020 15:49,5/27/2026 16:07,1,0,0
